G,1,5
L,3,4
E,2,8
E,2,8
I,4,3
L,3,4
E,2,8
L,3,4
L,3,4
E,2,8
I,4,3
G,1,5
E,2,8
E,2,8
G,1,5
L,3,4
I,4,3
L,3,4
L,3,4
G,1,5
E,2,8
L,3,4
I,4,3
E,2,8
E,2,8
I,4,3
G,1,5
I,4,3
I,4,3
I,4,3
L,3,4
I,4,3
L,3,4
E,2,8
G,1,5
G,1,5
E,2,8
L,3,4
E,2,8
I,4,3
I,4,3
L,3,4
G,1,5
E,2,8
G,1,5
G,1,5
L,3,4
L,3,4
G,1,5
I,4,3
L,3,4
L,3,4
L,3,4
I,4,3
G,1,5
G,1,5
L,3,4
I,4,3
L,3,4
G,1,5
I,4,3
G,1,5
L,3,4
G,1,5
G,1,5
L,3,4
L,3,4
I,4,3
G,1,5
L,3,4
G,1,5
L,3,4
I,4,3
I,4,3
L,3,4
G,1,5
L,3,4
E,2,8
E,2,8
I,4,3
L,3,4
I,4,3
G,1,5
I,4,3
